,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,3.213455058393198e-05,0.03789302315754268,0.05972721648142453,0.024372557831360546,0.004071765317231572,1829.1835127922059,1953.5042551835184,13.670000000000002,0.9999999934291848,-0.18956906593218212,13.610000000000001
1,0.7000000000000002,0.04764223879568619,0.0010062435850785498,0.04246151408853729,0.07439736207942564,0.018336994015023655,0.0036461217152723097,1588.5641142070765,1902.8306132537548,12.93,0.999999999982833,-0.1679824146916059,12.920000000000002
2,0.7999999999999998,0.05273657570711541,0.0058550898275903105,0.04279478926964584,0.07730161918643269,0.01595856739284701,0.0035910422260205864,1485.40331894454,1864.869896087257,12.42,0.9999999999991006,-0.14630078014960593,12.440000000000001
3,0.8999999999999999,0.057520372487514126,0.01182456964515279,0.04165070512541654,0.0760037968577817,0.014977010352573648,0.0036420099916963412,1433.4498848478136,1831.8696979841336,12.07,0.9999999999998067,-0.12539561606841818,12.140000000000002
4,0.9999999999999999,0.06202118410625546,0.017677889953362006,0.040274859477083425,0.07382961626347063,0.014464866213723988,0.0037217950736174663,1399.9776187867808,1802.681026069454,11.82,0.9999999999999287,-0.12024951196726377,11.99
5,1.1000000000000005,0.06626339916140292,0.023462633679709695,0.03872061827788379,0.07117801226948513,0.014092758324383697,0.0038079176690217834,1373.2144492859236,1773.4575856061329,11.63,0.9999999999999681,-0.12059371552424897,12.110000000000001
6,1.1999999999999995,0.07026868199272561,0.02900742900721889,0.03716354095558593,0.06847208298625669,0.013784807096007833,0.003893308142645511,1350.2733576620117,1744.5764551906498,11.47,0.9999999999999841,-0.11962608578088771,13.010000000000002
7,1.2999999999999998,0.0740563427297203,0.034251785641326214,0.03567100418680036,0.06586571979672125,0.013520750544476568,0.003976260531075082,1330.173533433745,1715.5106172725973,11.36,0.9999999999999915,-0.11876713066235889,15.55
8,1.3999999999999995,0.07764364861664726,0.03933474596467564,0.03416038828472031,0.06322441598896945,0.01326254978548165,0.004055276964043356,1311.4491020669393,1685.0133242913232,11.260000000000002,0.9999999999999953,-0.11773290888629079,510.0
9,1.6000000000000005,0.08427758988601222,0.04842434807422069,0.03161846025938989,0.05889446087570585,0.012737353070295393,0.004187706332299015,1277.2206422588672,1626.3883262071706,11.090000000000002,0.9999999999999986,-0.11408806634769647,510.0
10,1.7999999999999998,0.09027684884714632,0.05646235990775645,0.029458477063006253,0.05527021779641033,0.012247130959856198,0.004296559810340337,1247.634962437826,1571.6008610966085,10.97,0.9999999999999994,-0.11192459482054357,510.0
11,2.0,0.09572834938139431,0.06375475766569685,0.02751629048036523,0.052028892648258954,0.011775126780476541,0.004384399733737557,1221.3083904933205,1521.558353819557,10.89,0.9999999999999999,-0.10785647068558418,510.0
12,2.2,0.10070383531597825,0.07058571584651194,0.025638818531287022,0.04888550686402404,0.011297494955771065,0.004452561250681629,1196.845795941671,1474.4199249897993,10.830000000000002,0.9999999999999999,-0.10442096095056586,510.0
13,2.4,0.10526304553491962,0.07656923759537723,0.024129499369932885,0.04638992762418315,0.010877554901113912,0.004504481079035705,1175.8518361546626,1435.2944586239435,10.740000000000002,1.0,-0.10081582771293562,510.0
14,2.6000000000000005,0.10945612414928066,0.08225754003020905,0.022620724620404185,0.04385452620135253,0.010474921460792241,0.004544397325587869,1156.5013235865117,1398.246488744722,10.700000000000001,1.0,-0.09699760822968473,510.0
